débuter	   ***   	begin  ; start  ; get down  ; get  ; start out  ; set about  ; set out  ; commence	verb-basic
décembre	   ***   	December  ; Dec	time
déces	   ***   	death  ; decease  ; expiry	abstract
déchets	   ***   	waste  ; waste material  ; waste matter  ; waste product	environment
décider	   ***   	decide  ; make up one's mind  ; determine	verb
décision	   ***   	decision  ; determination  ; conclusion	communication
déclaration	   ***   	statement	communication
décoration	   ***   	decoration  ; ornament  ; ornamentation	abstract
découverte	   ***   	discovery  ; find  ; uncovering	science
découvrir	   ***   	discover  ; find	verb
décrire	   ***   	describe  ; depict  ; draw	verb
défense	   ***   	defense  ; defence  ; defense force  ; defence force	abstract
dégagé	   ***   	clear	adjective
déjà	   ***   	already	adverb
délicat	   ***   	fragile  ; delicate  ; frail	adjective
dépasser	   ***   	exceed  ; transcend  ; overstep  ; pass  ; go past  ; top	verb
dépôt	   ***   	dump  ; garbage dump  ; trash dump  ; rubbish dump  ; wasteyard  ; waste-yard  ; dumpsite	environment
dérapage	   ***   	skid  ; slip  ; sideslip	transport
désirer	   ***   	wish	verb
désolé	   ***   	sorry	conversation
désolé	   ***   	sorry	conversation
détail	   ***   	detail  ; particular  ; item	abstract
détecter	   ***   	find  ; detect  ; observe  ; discover  ; notice	verb
déterminé	   ***   	fixed	adjective
détester	   ***   	hate  ; detest	verb
développer	   ***   	develop	verb
développer	   ***   	process  ; treat	verb
dîner	   ***   	lunch  ; luncheon  ; tiffin  ; dejeuner	food
eau	   ***   	water  ; H2O	drink
effet de serre	   ***   	greenhouse effect  ; greenhouse warming	environment
effort	   ***   	effort  ; elbow grease  ; exertion  ; travail  ; sweat	abstract
elle	   ***   	she	pronoun
embaumer	   ***   	smell	verb
emplacement	   ***   	position  ; place	abstract
employé	   ***   	worker	business
empoisonner	   ***   	poison	verb
empêcher	   ***   	prevent  ; forestall  ; foreclose  ; preclude  ; forbid	verb
en bonne santé	   ***   	healthy  ; salubrious  ; good for you	adjective-basic
en colère	   ***   	angry	adjective-people
encore	   ***   	again  ; once again  ; once more  ; over again	adverb
encore	   ***   	still	adverb
encourager	   ***   	encourage	verb
encre	   ***   	ink	art
endroit	   ***   	place  ; topographic point  ; spot	abstract
endurer	   ***   	suffer  ; endure	verb
enfin	   ***   	finally  ; last  ; lastly  ; in conclusion	adverb
enlever	   ***   	remove  ; take  ; take away  ; withdraw	verb
ennuyeux	   ***   	boring  ; deadening  ; dull  ; ho-hum  ; irksome  ; slow  ; tedious  ; tiresome  ; wearisome	adjective
enregistrer	   ***   	record  ; tape	verb
enseigner	   ***   	teach  ; learn  ; instruct	verb
ensemble	   ***   	set	abstract
ensemble	   ***   	together	adverb
ensuite	   ***   	later  ; after  ; subsequently  ; afterwards  ; afterward  ; later on	adverb
entendre	   ***   	hear	verb-basic
entre	   ***   	between  ; betwixt	adverb
entrer	   ***   	enter  ; come in  ; get into  ; get in  ; go into  ; go in  ; move into	verb
entrevue	   ***   	interview	communication
enveloppe	   ***   	envelope	container
environs	   ***   	environment  ; environs  ; surroundings  ; surround	environment
envoyer	   ***   	send  ; mail  ; post	verb
erreur	   ***   	mistake  ; error  ; fault	communication
espace	   ***   	space  ; infinite	geography
espagnol	   ***   	Spanish	language
espoir	   ***   	promise  ; hope	feeling
esprit	   ***   	head  ; caput	anatomy
